Employee_ID,First_Name,Last_Name,Age,Department_Region,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work,Age missing
EMP1211,Frank,Davis,32.48454882571075,Cloud Tech-Nevada,Pending,10/9/2024,58727,frank.davis@example.com,-5057397690,Poor,True,1
EMP1212,Charlie,Jones,35.0,Finance-Illinois,Active,8/28/2024,80623,charlie.jones@example.com,-5671649327,Excellent,True,0
EMP1213,David,Davis,40.0,HR-Texas,Inactive,4/19/2020,77751,david.davis@example.com,-9802714871,Excellent,False,0
EMP1214,Grace,Williams,25.0,HR-New York,Active,10/14/2021,115157,grace.williams@example.com,-7178333210,Good,False,0
EMP1215,Frank,Jones,30.0,Admin-Texas,Inactive,8/26/2024,83071,frank.jones@example.com,-6025643470,Poor,False,0
EMP1216,Heidi,Brown,40.0,Sales-Texas,Active,2/8/2020,67914,heidi.brown@example.com,-2871539914,Excellent,True,0
EMP1217,Grace,Jones,25.0,HR-New York,Inactive,9/6/2020,53342,grace.jones@example.com,-6686334140,Poor,False,0
EMP1218,Heidi,Garcia,25.0,Cloud Tech-Florida,Pending,1/2/2023,51150,heidi.garcia@example.com,-1159319524,Excellent,False,0
EMP1219,David,Davis,30.0,HR-Florida,Active,6/13/2023,74697,david.davis@example.com,-6904098365,Average,True,0
EMP1220,Charlie,Williams,25.0,Sales-California,Active,12/13/2022,88085,charlie.williams@example.com,-5528993159,Excellent,True,0
EMP1221,Alice,Williams,40.0,Finance-Texas,Pending,3/3/2022,118672,alice.williams@example.com,-8752437728,Poor,False,0
EMP1222,Alice,Miller,35.0,Cloud Tech-California,Active,2/10/2024,95997,alice.miller@example.com,-4209548148,Average,False,0
EMP1223,Frank,Brown,30.0,Cloud Tech-California,Pending,11/24/2021,106945,frank.brown@example.com,-7374605232,Average,False,0
EMP1224,Heidi,Johnson,40.0,DevOps-New York,Active,5/9/2020,100123,heidi.johnson@example.com,-276420864,Average,False,0
EMP1225,Alice,Johnson,35.0,Admin-Texas,Active,12/19/2024,52933,alice.johnson@example.com,-6756618442,Poor,True,0
EMP1226,Grace,Jones,32.48454882571075,Finance-California,Active,3/22/2024,95283,grace.jones@example.com,-8612590471,Good,False,1
EMP1227,Alice,Miller,35.0,HR-Texas,Inactive,6/13/2022,112264,alice.miller@example.com,-9277423329,Good,False,0
EMP1228,Grace,Smith,35.0,Admin-Florida,Pending,10/15/2022,75714,grace.smith@example.com,-5912662014,Good,True,0
EMP1229,Eva,Jones,25.0,DevOps-Florida,Active,5/31/2022,92171,eva.jones@example.com,-7201859625,Poor,False,0
EMP1230,Eva,Miller,35.0,Cloud Tech-Texas,Inactive,9/15/2023,70694,eva.miller@example.com,-3013674925,Average,True,0
EMP1231,Grace,Brown,30.0,DevOps-Florida,Inactive,7/4/2022,52964,grace.brown@example.com,-1764750110,Good,True,0
EMP1232,Frank,Brown,32.48454882571075,Finance-California,Pending,6/8/2024,116353,frank.brown@example.com,-1783099973,Poor,True,1
EMP1233,Grace,Brown,35.0,Sales-Nevada,Pending,11/23/2020,116695,grace.brown@example.com,-1926764920,Good,False,0
EMP1234,Heidi,Brown,25.0,Admin-Texas,Active,5/13/2024,95161,heidi.brown@example.com,-5182606887,Excellent,False,0
EMP1235,Alice,Brown,32.48454882571075,Admin-Nevada,Inactive,1/29/2022,76040,alice.brown@example.com,-7189813128,Good,True,1
EMP1236,Charlie,Miller,32.48454882571075,HR-Florida,Inactive,8/23/2023,69508,charlie.miller@example.com,-2087510292,Good,False,1
EMP1237,Alice,Miller,30.0,Finance-Illinois,Inactive,2/24/2023,58243,alice.miller@example.com,-2184011844,Average,False,0
EMP1238,Heidi,Williams,30.0,Sales-California,Pending,10/2/2022,64012,heidi.williams@example.com,-8260340847,Poor,True,0
EMP1239,Bob,Garcia,40.0,Admin-Nevada,Inactive,6/28/2020,106735,bob.garcia@example.com,-7297585987,Average,True,0
EMP1240,Frank,Johnson,35.0,DevOps-Texas,Pending,1/15/2023,70325,frank.johnson@example.com,-3103032431,Average,False,0
EMP1241,Charlie,Davis,30.0,HR-Illinois,Active,9/5/2020,118959,charlie.davis@example.com,-9839542960,Average,True,0
EMP1242,David,Brown,40.0,Cloud Tech-California,Pending,3/18/2023,75823,david.brown@example.com,-8446267145,Average,False,0
EMP1243,Charlie,Smith,32.48454882571075,Cloud Tech-Texas,Inactive,3/26/2022,119971,charlie.smith@example.com,-2831435988,Average,False,1
EMP1244,Grace,Davis,40.0,Sales-Texas,Active,10/11/2021,94963,grace.davis@example.com,-2625660930,Good,False,0
EMP1245,Frank,Miller,30.0,Sales-Nevada,Pending,1/7/2021,103744,frank.miller@example.com,-4181861514,Average,False,0
EMP1246,Alice,Smith,25.0,Sales-New York,Inactive,12/3/2020,61337,alice.smith@example.com,-5423401635,Average,True,0
EMP1247,David,Smith,35.0,Sales-California,Active,5/28/2021,63741,david.smith@example.com,-1128497184,Poor,True,0
EMP1248,Eva,Smith,30.0,DevOps-California,Pending,12/28/2022,56539,eva.smith@example.com,-9484910255,Excellent,True,0
EMP1249,Charlie,Williams,30.0,DevOps-Illinois,Pending,5/24/2023,73633,charlie.williams@example.com,-2588967923,Good,True,0
EMP1250,Alice,Miller,25.0,Cloud Tech-Texas,Pending,4/28/2024,90373,alice.miller@example.com,-822269404,Good,False,0
EMP1251,Grace,Smith,32.48454882571075,DevOps-Texas,Inactive,12/25/2024,93901,grace.smith@example.com,-3967275783,Good,False,1
EMP1252,Eva,Brown,40.0,Admin-Nevada,Inactive,9/1/2021,81748,eva.brown@example.com,-4683414650,Average,True,0
EMP1253,Charlie,Jones,40.0,Finance-Florida,Inactive,2/21/2021,73813,charlie.jones@example.com,-1131290147,Average,False,0
EMP1254,Frank,Smith,35.0,Finance-New York,Inactive,11/20/2022,89315,frank.smith@example.com,-7068277880,Average,False,0
EMP1255,Heidi,Williams,25.0,HR-Florida,Active,10/15/2020,56776,heidi.williams@example.com,-6093068537,Poor,False,0
EMP1256,Grace,Davis,32.48454882571075,Finance-New York,Active,7/24/2024,72920,grace.davis@example.com,-9097283214,Excellent,True,1
EMP1257,Frank,Miller,30.0,Admin-Florida,Pending,8/14/2022,84913,frank.miller@example.com,-2850676250,Average,True,0
EMP1258,Alice,Garcia,25.0,Finance-Illinois,Inactive,5/8/2021,65060,alice.garcia@example.com,-5381447442,Excellent,True,0
EMP1259,Alice,Williams,35.0,Finance-Illinois,Pending,10/9/2023,82941,alice.williams@example.com,-963480796,Poor,False,0
EMP1260,Bob,Smith,40.0,Admin-California,Pending,1/19/2022,103469,bob.smith@example.com,-509754509,Good,True,0
EMP1261,Grace,Miller,25.0,Sales-Illinois,Active,1/12/2022,88725,grace.miller@example.com,-5265016730,Average,True,0
EMP1262,Heidi,Jones,32.48454882571075,HR-Illinois,Pending,6/5/2023,58316,heidi.jones@example.com,-8826170242,Excellent,True,1
EMP1263,Grace,Smith,35.0,HR-Illinois,Inactive,3/26/2024,60098,grace.smith@example.com,-7654562840,Excellent,True,0
EMP1264,Grace,Williams,32.48454882571075,Cloud Tech-Texas,Active,10/7/2020,99951,grace.williams@example.com,-7722560530,Average,True,1
EMP1265,Heidi,Johnson,30.0,Sales-Illinois,Active,11/2/2021,115195,heidi.johnson@example.com,-3402665022,Good,True,0
EMP1266,Grace,Brown,32.48454882571075,DevOps-California,Pending,11/19/2021,85512,grace.brown@example.com,-7416787255,Good,False,1
EMP1267,Heidi,Garcia,32.48454882571075,HR-Florida,Active,1/24/2022,73186,heidi.garcia@example.com,-8621102257,Good,False,1
EMP1268,Grace,Davis,32.48454882571075,HR-Nevada,Pending,7/12/2023,51865,grace.davis@example.com,-305690673,Poor,True,1
EMP1269,David,Williams,25.0,Sales-Florida,Active,12/9/2022,94031,david.williams@example.com,-4716392822,Excellent,True,0
EMP1270,Grace,Miller,30.0,DevOps-New York,Active,3/18/2023,116374,grace.miller@example.com,-4143637188,Excellent,False,0
EMP1271,Alice,Garcia,40.0,HR-Florida,Active,4/25/2022,98335,alice.garcia@example.com,-2392312603,Excellent,False,0
EMP1272,Heidi,Garcia,25.0,DevOps-New York,Pending,2/28/2021,89262,heidi.garcia@example.com,-3260931065,Poor,True,0
EMP1273,Heidi,Garcia,32.48454882571075,Finance-California,Active,7/30/2022,113848,heidi.garcia@example.com,-8433567085,Excellent,True,1
EMP1274,Frank,Smith,35.0,Sales-Florida,Active,5/19/2021,69530,frank.smith@example.com,-414545634,Poor,True,0
EMP1275,Eva,Brown,35.0,DevOps-New York,Pending,12/14/2023,84230,eva.brown@example.com,-200053473,Good,True,0
EMP1276,Eva,Smith,35.0,Cloud Tech-Illinois,Pending,1/17/2023,76578,eva.smith@example.com,-9162475540,Average,False,0
EMP1277,Frank,Miller,30.0,HR-Texas,Inactive,1/2/2024,55532,frank.miller@example.com,-1082555988,Excellent,True,0
EMP1278,Eva,Smith,40.0,Admin-New York,Pending,7/9/2021,115311,eva.smith@example.com,-5343961128,Excellent,True,0
EMP1279,Charlie,Johnson,25.0,Sales-Nevada,Pending,5/5/2021,66972,charlie.johnson@example.com,-1093371188,Good,True,0
EMP1280,David,Brown,30.0,Cloud Tech-Texas,Inactive,11/7/2021,100215,david.brown@example.com,-5473820235,Average,True,0
EMP1281,Charlie,Brown,25.0,Sales-New York,Inactive,8/30/2023,115452,charlie.brown@example.com,-8485571616,Poor,False,0
EMP1282,Heidi,Miller,30.0,HR-California,Inactive,8/15/2023,54141,heidi.miller@example.com,-6880294239,Average,False,0
EMP1283,David,Davis,32.48454882571075,DevOps-Nevada,Active,12/24/2020,79251,david.davis@example.com,-9036788126,Good,False,1
EMP1284,Alice,Johnson,40.0,Finance-New York,Pending,11/21/2024,114822,alice.johnson@example.com,-8686694319,Good,True,0
EMP1285,Alice,Williams,35.0,Sales-Illinois,Active,11/17/2021,69919,alice.williams@example.com,-2939087883,Average,True,0
EMP1286,Heidi,Smith,30.0,Sales-Florida,Inactive,1/29/2021,106616,heidi.smith@example.com,-4344812307,Poor,False,0
EMP1287,Heidi,Jones,35.0,DevOps-New York,Active,2/17/2024,73597,heidi.jones@example.com,-3402424032,Poor,True,0
EMP1288,David,Smith,30.0,Sales-Nevada,Inactive,8/20/2024,79939,david.smith@example.com,-8105955183,Excellent,True,0
EMP1289,Grace,Garcia,25.0,Admin-New York,Inactive,10/24/2021,85155,grace.garcia@example.com,-2694500533,Poor,False,0
EMP1290,Grace,Smith,30.0,Finance-California,Inactive,9/10/2021,90772,grace.smith@example.com,-2408916497,Average,False,0
EMP1291,Eva,Williams,35.0,DevOps-New York,Active,9/29/2023,58275,eva.williams@example.com,-3735439626,Good,False,0
EMP1292,Grace,Smith,32.48454882571075,DevOps-California,Pending,8/28/2020,94709,grace.smith@example.com,-3652717271,Excellent,False,1
EMP1293,Frank,Johnson,32.48454882571075,Admin-New York,Active,9/6/2022,60722,frank.johnson@example.com,-2397240421,Excellent,True,1
EMP1294,Frank,Johnson,40.0,DevOps-Illinois,Inactive,3/31/2024,87626,frank.johnson@example.com,-6931216375,Good,True,0
EMP1295,David,Brown,30.0,DevOps-Illinois,Active,12/12/2022,81272,david.brown@example.com,-1820916600,Poor,False,0
EMP1296,Bob,Miller,32.48454882571075,Cloud Tech-Texas,Pending,11/1/2022,64150,bob.miller@example.com,-23142899,Good,True,1
EMP1297,Charlie,Davis,35.0,Sales-Florida,Active,10/25/2023,64378,charlie.davis@example.com,-1851327971,Poor,False,0
EMP1298,Bob,Jones,32.48454882571075,Finance-Texas,Inactive,9/27/2020,85927,bob.jones@example.com,-4572308480,Good,False,1
EMP1299,Alice,Garcia,32.48454882571075,Finance-Nevada,Inactive,1/21/2024,51523,alice.garcia@example.com,-18418619,Average,True,1
EMP1300,Alice,Smith,30.0,Sales-Texas,Active,5/17/2022,74117,alice.smith@example.com,-3036625435,Poor,False,0
EMP1301,Alice,Smith,25.0,Finance-Texas,Inactive,4/17/2022,62598,alice.smith@example.com,-1721314518,Average,True,0
EMP1302,Grace,Williams,35.0,Finance-Florida,Inactive,2/8/2022,55617,grace.williams@example.com,-5151092267,Excellent,True,0
EMP1303,Charlie,Miller,35.0,Cloud Tech-New York,Pending,3/15/2022,87018,charlie.miller@example.com,-5926249450,Good,True,0
EMP1304,David,Johnson,25.0,Cloud Tech-California,Inactive,10/11/2023,100336,david.johnson@example.com,-4754102251,Excellent,True,0
EMP1305,Grace,Jones,30.0,Admin-Florida,Inactive,11/13/2020,69295,grace.jones@example.com,-6771196420,Excellent,False,0
EMP1306,Bob,Brown,25.0,DevOps-Florida,Pending,4/17/2024,115536,bob.brown@example.com,-5226557675,Excellent,True,0
EMP1307,David,Johnson,30.0,Cloud Tech-Texas,Pending,3/9/2020,81250,david.johnson@example.com,-9523668787,Excellent,False,0
EMP1308,Alice,Garcia,30.0,DevOps-Texas,Inactive,6/17/2022,66403,alice.garcia@example.com,-7883619688,Good,False,0
EMP1309,Alice,Miller,30.0,Sales-California,Active,7/28/2024,114147,alice.miller@example.com,-3135030586,Excellent,False,0
EMP1310,Frank,Garcia,30.0,HR-New York,Pending,12/3/2022,65472,frank.garcia@example.com,-2105524727,Good,False,0
EMP1311,Alice,Davis,32.48454882571075,Sales-Nevada,Active,7/6/2023,97512,alice.davis@example.com,-6333021259,Good,True,1
EMP1312,Alice,Brown,35.0,DevOps-Nevada,Inactive,5/28/2024,86712,alice.brown@example.com,-6501917919,Average,True,0
EMP1313,Grace,Davis,30.0,HR-Florida,Active,3/25/2024,87654,grace.davis@example.com,-2521310961,Poor,False,0
EMP1314,David,Williams,35.0,DevOps-New York,Inactive,4/28/2020,89367,david.williams@example.com,-2728476569,Poor,False,0
EMP1315,Charlie,Garcia,40.0,Admin-California,Active,11/7/2021,95269,charlie.garcia@example.com,-4120092819,Good,True,0
EMP1316,Frank,Williams,25.0,Sales-Nevada,Active,4/15/2020,68792,frank.williams@example.com,-6678498435,Average,False,0
EMP1317,Alice,Smith,25.0,Admin-Illinois,Pending,10/7/2023,89119,alice.smith@example.com,-2418623689,Good,True,0
EMP1318,Frank,Davis,35.0,Cloud Tech-New York,Active,2/27/2024,58212,frank.davis@example.com,-3628917755,Good,False,0
EMP1319,Heidi,Miller,30.0,DevOps-Illinois,Pending,2/22/2021,77764,heidi.miller@example.com,-6205634110,Good,True,0
EMP1320,Frank,Garcia,35.0,Finance-Florida,Pending,8/21/2023,75148,frank.garcia@example.com,-5950342810,Average,False,0
EMP1321,Heidi,Jones,40.0,Cloud Tech-Nevada,Inactive,4/8/2024,108781,heidi.jones@example.com,-3904383033,Poor,False,0
EMP1322,Frank,Brown,35.0,Finance-Texas,Pending,11/4/2024,65489,frank.brown@example.com,-1990970050,Average,True,0
EMP1323,Eva,Johnson,32.48454882571075,Sales-Illinois,Pending,5/5/2022,70663,eva.johnson@example.com,-4054683564,Excellent,False,1
EMP1324,David,Miller,40.0,Sales-New York,Inactive,2/1/2023,95822,david.miller@example.com,-2156818208,Average,False,0
EMP1325,Eva,Miller,40.0,DevOps-Nevada,Pending,10/1/2022,82258,eva.miller@example.com,-6790422710,Average,True,0
EMP1326,Frank,Williams,30.0,Admin-Nevada,Pending,9/27/2022,62883,frank.williams@example.com,-3322889856,Average,False,0
EMP1327,Alice,Davis,32.48454882571075,Cloud Tech-Texas,Pending,4/9/2020,103503,alice.davis@example.com,-2545960632,Average,True,1
EMP1328,David,Garcia,25.0,DevOps-New York,Active,3/23/2021,85401,david.garcia@example.com,-9912971023,Poor,True,0
EMP1329,Heidi,Garcia,40.0,Cloud Tech-Texas,Pending,2/3/2023,85155,heidi.garcia@example.com,-8171752420,Excellent,False,0
EMP1330,Eva,Smith,32.48454882571075,HR-Texas,Pending,7/23/2024,98850,eva.smith@example.com,-4955112746,Poor,False,1
EMP1331,Charlie,Smith,25.0,Cloud Tech-Illinois,Active,5/8/2021,63435,charlie.smith@example.com,-4721970545,Poor,False,0
EMP1332,Frank,Brown,35.0,Finance-Texas,Inactive,4/11/2022,82129,frank.brown@example.com,-6927589550,Average,False,0
EMP1333,David,Williams,35.0,DevOps-Texas,Pending,10/23/2024,95492,david.williams@example.com,-6874090379,Good,False,0
EMP1334,Grace,Miller,40.0,Finance-Illinois,Inactive,4/24/2020,94572,grace.miller@example.com,-2146296135,Good,False,0
EMP1335,Bob,Garcia,40.0,Finance-Nevada,Inactive,3/4/2023,118413,bob.garcia@example.com,-7157787111,Poor,False,0
EMP1336,Alice,Jones,30.0,Admin-Nevada,Pending,8/31/2022,68976,alice.jones@example.com,-1663651558,Poor,True,0
EMP1337,Eva,Williams,32.48454882571075,Sales-Nevada,Active,1/2/2021,115013,eva.williams@example.com,-7371470826,Average,False,1
EMP1338,David,Brown,32.48454882571075,Admin-Nevada,Inactive,6/6/2020,70949,david.brown@example.com,-2359096055,Poor,True,1
EMP1339,Grace,Brown,32.48454882571075,HR-Florida,Pending,10/13/2020,105334,grace.brown@example.com,-7303064420,Average,False,1
EMP1340,Bob,Williams,32.48454882571075,DevOps-California,Active,7/19/2020,80596,bob.williams@example.com,-2146147682,Good,False,1
EMP1341,Frank,Brown,32.48454882571075,Sales-Illinois,Inactive,5/3/2024,72846,frank.brown@example.com,-4201654234,Good,True,1
EMP1342,Heidi,Williams,40.0,Admin-California,Pending,2/7/2022,80229,heidi.williams@example.com,-6778265959,Excellent,False,0
EMP1343,Grace,Johnson,25.0,Sales-California,Active,12/31/2023,55145,grace.johnson@example.com,-8931992549,Good,False,0
EMP1344,Grace,Williams,30.0,DevOps-Florida,Inactive,1/8/2022,85155,grace.williams@example.com,-2727516479,Poor,True,0
EMP1345,Eva,Davis,40.0,HR-California,Active,9/28/2020,56110,eva.davis@example.com,-7279103367,Good,False,0
EMP1346,Grace,Williams,25.0,Cloud Tech-Texas,Inactive,2/9/2023,56514,grace.williams@example.com,-2963533904,Average,False,0
EMP1347,Frank,Brown,40.0,Cloud Tech-California,Inactive,3/5/2022,104541,frank.brown@example.com,-5044817765,Good,False,0
EMP1348,David,Garcia,32.48454882571075,Sales-New York,Pending,2/18/2022,61865,david.garcia@example.com,-5586851275,Excellent,True,1
EMP1349,Eva,Davis,40.0,Admin-Texas,Active,6/9/2022,69317,eva.davis@example.com,-5289286645,Good,False,0
EMP1350,Bob,Brown,35.0,HR-New York,Pending,7/4/2023,84706,bob.brown@example.com,-4911110960,Average,False,0
EMP1351,Heidi,Smith,25.0,Admin-California,Active,3/21/2022,73255,heidi.smith@example.com,-7981789045,Average,False,0
EMP1352,Frank,Smith,40.0,HR-Florida,Pending,5/2/2023,59528,frank.smith@example.com,-3378613714,Poor,False,0
EMP1353,David,Garcia,40.0,HR-New York,Inactive,10/15/2021,70401,david.garcia@example.com,-7660538443,Good,True,0
EMP1354,Heidi,Garcia,32.48454882571075,Admin-California,Inactive,7/28/2021,107154,heidi.garcia@example.com,-4630600024,Average,True,1
EMP1355,Bob,Davis,32.48454882571075,Admin-Illinois,Pending,1/3/2021,97719,bob.davis@example.com,-8955296385,Excellent,False,1
EMP1356,Heidi,Johnson,30.0,Finance-California,Pending,5/21/2020,107327,heidi.johnson@example.com,-3960962625,Poor,False,0
EMP1357,Grace,Garcia,40.0,Admin-Nevada,Inactive,5/10/2021,67687,grace.garcia@example.com,-5826312818,Excellent,True,0
EMP1358,Grace,Smith,40.0,Cloud Tech-Florida,Pending,9/8/2022,90757,grace.smith@example.com,-6482531105,Good,True,0
EMP1359,Grace,Williams,32.48454882571075,Cloud Tech-California,Pending,7/21/2024,87583,grace.williams@example.com,-920981959,Good,False,1
EMP1360,Bob,Brown,25.0,Admin-Nevada,Pending,12/28/2021,61643,bob.brown@example.com,-2752334382,Good,True,0
EMP1361,Grace,Smith,35.0,Finance-Texas,Active,7/20/2020,68111,grace.smith@example.com,-6404120910,Poor,False,0
EMP1362,David,Smith,40.0,HR-Florida,Inactive,4/30/2024,97568,david.smith@example.com,-7911244210,Average,True,0
EMP1363,Charlie,Johnson,35.0,Cloud Tech-Florida,Active,8/28/2021,79118,charlie.johnson@example.com,-7536170616,Poor,True,0
EMP1364,Bob,Davis,30.0,HR-California,Inactive,7/21/2022,104898,bob.davis@example.com,-1366572239,Excellent,True,0
EMP1365,Frank,Davis,40.0,Cloud Tech-Florida,Pending,11/27/2023,81671,frank.davis@example.com,-2990155798,Poor,True,0
EMP1366,Alice,Miller,25.0,Cloud Tech-California,Pending,8/11/2020,97399,alice.miller@example.com,-8028413907,Excellent,False,0
EMP1367,David,Johnson,32.48454882571075,Admin-Illinois,Active,11/8/2021,89189,david.johnson@example.com,-882351304,Poor,True,1
EMP1368,David,Williams,40.0,DevOps-New York,Active,8/4/2023,96011,david.williams@example.com,-2312447314,Average,True,0
EMP1369,David,Davis,40.0,Sales-Florida,Inactive,1/10/2020,99331,david.davis@example.com,-8477686341,Excellent,False,0
EMP1370,Bob,Brown,32.48454882571075,Cloud Tech-Illinois,Active,1/19/2022,72818,bob.brown@example.com,-3461994236,Good,True,1
EMP1371,Eva,Garcia,40.0,Sales-Nevada,Inactive,5/7/2023,77204,eva.garcia@example.com,-6769459195,Good,True,0
EMP1372,Bob,Johnson,35.0,HR-Florida,Pending,12/19/2020,106961,bob.johnson@example.com,-6395517207,Poor,False,0
EMP1373,Eva,Garcia,32.48454882571075,Sales-Texas,Pending,10/1/2020,71923,eva.garcia@example.com,-4964985600,Good,True,1
EMP1374,Bob,Smith,30.0,HR-Nevada,Active,11/12/2022,77192,bob.smith@example.com,-2562531354,Excellent,False,0
EMP1375,Grace,Brown,40.0,Admin-Florida,Pending,1/5/2023,98540,grace.brown@example.com,-2510505378,Good,False,0
EMP1376,Charlie,Brown,32.48454882571075,Admin-Florida,Inactive,10/14/2020,63096,charlie.brown@example.com,-5381649382,Average,False,1
EMP1377,Alice,Smith,35.0,Cloud Tech-Florida,Active,2/3/2021,107065,alice.smith@example.com,-1849196654,Average,False,0
EMP1378,Heidi,Johnson,40.0,DevOps-Florida,Inactive,12/25/2023,108792,heidi.johnson@example.com,-3307704610,Poor,True,0
EMP1379,Bob,Smith,32.48454882571075,Cloud Tech-New York,Inactive,3/7/2020,69239,bob.smith@example.com,-7295963903,Excellent,False,1
EMP1380,Charlie,Garcia,40.0,Sales-Nevada,Inactive,1/30/2023,85756,charlie.garcia@example.com,-907426087,Average,True,0
EMP1381,Eva,Miller,32.48454882571075,HR-Illinois,Active,4/5/2024,100328,eva.miller@example.com,-501716444,Average,True,1
EMP1382,Grace,Brown,25.0,DevOps-Nevada,Active,9/1/2021,111236,grace.brown@example.com,-5618579063,Excellent,True,0
EMP1383,Eva,Jones,35.0,Cloud Tech-Florida,Active,5/7/2024,106832,eva.jones@example.com,-7715910299,Good,True,0
EMP1384,Frank,Jones,32.48454882571075,DevOps-Florida,Active,6/15/2023,59746,frank.jones@example.com,-2156321357,Good,True,1
EMP1385,David,Garcia,25.0,Sales-California,Pending,7/29/2021,91780,david.garcia@example.com,-40104144,Poor,True,0
EMP1386,Eva,Williams,35.0,Sales-California,Pending,10/23/2023,107062,eva.williams@example.com,-9642297124,Good,True,0
EMP1387,Grace,Davis,25.0,HR-Nevada,Active,12/7/2023,110625,grace.davis@example.com,-2967188396,Excellent,True,0
EMP1388,Frank,Smith,30.0,DevOps-Florida,Inactive,10/18/2020,90419,frank.smith@example.com,-7457314414,Average,True,0
EMP1389,Grace,Smith,40.0,Finance-Texas,Pending,6/15/2024,111608,grace.smith@example.com,-8331170302,Good,True,0
EMP1390,Eva,Williams,35.0,Finance-Florida,Inactive,4/6/2023,50173,eva.williams@example.com,-7637153987,Poor,False,0
EMP1391,Bob,Williams,40.0,DevOps-Nevada,Pending,1/3/2022,109507,bob.williams@example.com,-5472812355,Good,False,0
EMP1392,Grace,Garcia,30.0,Finance-New York,Inactive,7/3/2021,72600,grace.garcia@example.com,-7983631461,Excellent,False,0
EMP1393,Charlie,Garcia,32.48454882571075,Finance-California,Pending,4/10/2024,53388,charlie.garcia@example.com,-4912711306,Poor,True,1
EMP1394,Heidi,Williams,25.0,Cloud Tech-New York,Inactive,7/23/2022,50047,heidi.williams@example.com,-2407875417,Good,False,0
EMP1395,David,Brown,30.0,DevOps-California,Active,11/25/2024,115290,david.brown@example.com,-1563268684,Poor,False,0
EMP1396,Frank,Garcia,35.0,Cloud Tech-California,Pending,8/21/2023,61586,frank.garcia@example.com,-745106633,Excellent,False,0
EMP1397,Eva,Miller,30.0,Finance-Nevada,Active,12/12/2023,56662,eva.miller@example.com,-3629489785,Average,True,0
EMP1398,Bob,Garcia,30.0,Sales-New York,Pending,10/24/2023,85155,bob.garcia@example.com,-1031310093,Excellent,True,0
EMP1399,Frank,Smith,25.0,Finance-Nevada,Active,9/5/2022,54957,frank.smith@example.com,-3181439665,Excellent,True,0
EMP1400,Bob,Garcia,25.0,HR-California,Inactive,10/7/2020,76790,bob.garcia@example.com,-1347323548,Excellent,True,0
EMP1401,Charlie,Brown,30.0,Cloud Tech-Illinois,Pending,1/18/2020,92722,charlie.brown@example.com,-4012897431,Excellent,False,0
EMP1402,Frank,Williams,30.0,DevOps-Nevada,Active,4/23/2022,93125,frank.williams@example.com,-5122572075,Average,False,0
EMP1403,David,Smith,25.0,Cloud Tech-New York,Active,4/22/2023,101100,david.smith@example.com,-5024120956,Average,False,0
EMP1404,Grace,Garcia,35.0,Admin-New York,Inactive,8/13/2023,55897,grace.garcia@example.com,-9073710093,Poor,False,0
EMP1405,Eva,Brown,25.0,DevOps-California,Active,11/26/2022,92484,eva.brown@example.com,-3882211456,Good,True,0
EMP1406,Grace,Miller,35.0,DevOps-Texas,Active,10/10/2022,77011,grace.miller@example.com,-7584745704,Average,True,0
EMP1407,Bob,Garcia,32.48454882571075,Cloud Tech-California,Inactive,9/27/2020,77078,bob.garcia@example.com,-4589714801,Average,True,1
EMP1408,Grace,Brown,35.0,Sales-Nevada,Active,4/11/2024,82971,grace.brown@example.com,-6325703964,Good,False,0
EMP1409,Bob,Miller,25.0,Sales-Texas,Active,6/20/2021,65102,bob.miller@example.com,-3136148781,Average,True,0
EMP1410,Grace,Williams,32.48454882571075,HR-Nevada,Pending,10/23/2022,103697,grace.williams@example.com,-4556964429,Excellent,True,1
EMP1411,Grace,Garcia,25.0,DevOps-Illinois,Pending,6/15/2023,60687,grace.garcia@example.com,-9859167953,Excellent,False,0
EMP1412,Bob,Miller,32.48454882571075,Admin-New York,Pending,10/31/2021,77351,bob.miller@example.com,-1072728497,Good,False,1
EMP1413,Bob,Smith,35.0,DevOps-Florida,Pending,9/29/2024,66704,bob.smith@example.com,-2474140702,Poor,True,0
EMP1414,Grace,Williams,25.0,Finance-Illinois,Pending,4/22/2020,71650,grace.williams@example.com,-4910740649,Poor,True,0
EMP1415,Charlie,Smith,25.0,Cloud Tech-Nevada,Active,12/7/2023,50794,charlie.smith@example.com,-425488213,Good,True,0
EMP1416,Frank,Jones,32.48454882571075,Sales-Nevada,Inactive,12/7/2020,76030,frank.jones@example.com,-2369143074,Good,True,1
EMP1417,Eva,Johnson,25.0,Cloud Tech-California,Inactive,7/11/2021,86669,eva.johnson@example.com,-3666144941,Excellent,True,0
EMP1418,Bob,Garcia,40.0,Finance-Illinois,Inactive,4/23/2020,84972,bob.garcia@example.com,-9659234267,Poor,True,0
EMP1419,Frank,Miller,30.0,HR-Texas,Pending,10/12/2023,100594,frank.miller@example.com,-3441497825,Average,False,0
EMP1420,Alice,Johnson,25.0,Cloud Tech-New York,Active,8/24/2022,75478,alice.johnson@example.com,-6128758574,Excellent,False,0
EMP1421,Charlie,Johnson,25.0,Sales-Nevada,Pending,9/4/2023,79355,charlie.johnson@example.com,-6766708060,Good,False,0
EMP1422,Grace,Miller,35.0,HR-Texas,Pending,2/2/2022,58358,grace.miller@example.com,-2943985297,Poor,True,0
